Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"Professor David Nutt, then a senior member of the ACMD, publishes research in the Lancet suggesting the classification scheme was flawed and not related to actual evidence of harm caused.",6.666666666666667,15.0,2.32,6.6667999999999985
Professor David Nutt was dismissed on Friday as chairman of the Advisory Council on the Misuse of Drugs for saying cannabis created only a 'relatively small risk' of psychotic illness and was less damaging to health than nicotine or alcohol.,7.5,18.9,2.97,6.014800000000001
"Professor Kathrin Yen, of the Ludwig Institute in Graz, Austria, which specialises in traumatology research, said she had more tests to complete on Mr Hampton, who had a three-year-old son with Ms Gryshcuk.",2.857142857142857,15.0,2.56,6.8302
"Professor Peter Openshaw, an expert on respiratory infections at Imperial College London and a member of the committee, said: ""As increasing quantities of vaccine become available, then the initial recommendations will be extended [to children and teenagers].",8.108108108108109,21.3,3.28,6.776000000000002
Professor Yen used new forensic techniques to detect internal bruising caused by strangulation which would not be visible to the eye.,19.047619047619047,11.5,1.66,7.127700000000001
"Prof Nutt, 58, also accused Gordon Brown of playing politics with science after the Prime Minister ignored the advisory council's recommendations earlier and upgraded cannabis to a class B drug.",6.451612903225806,17.4,2.42,6.5042
Prof Nutt revealed that many of his advisory council colleagues were equally upset with the Government and may also leave in protest.,9.090909090909092,10.7,1.65,6.1421
Promoter Allocco says the singer told him he had 100 ready-to-go unreleased songs.,13.333333333333334,8.4,1.03,5.678699999999999
Promoters could add in other sure-draw entertainers to sing duets with the late King of Pop.,23.52941176470588,7.2,1.13,6.1908
"""Prosecutors don't understand that drilling is a serious problem.""",20.0,10.3,0.85,5.8145
"Prosecutors in the border state of Sonora, where the slayings occurred, said they were investigating a number of possible motives.",5.0,13.5,1.63,6.196099999999999
Prosecutors say Friehling never performed an audit of Madoff's company.,0.0,10.7,0.91,5.751900000000001
"P.S. I have done ""apt-get remove gvfs""",11.11111111111111,2.5,0.47,5.3791
p.s. I'm running 6.06 I think.,0.0,0.9,0.37,5.1355
P.S. She loves to shop!,0.0,-1.9,0.28,5.435700000000001
Publicity might have been.,0.0,7.2,0.34,5.133900000000001
"Publicly, the foreign secretary insists that he is ""not available"" for the post, the second most important role created by the Lisbon treaty, which is set to be ratified this month.",12.903225806451612,14.2,2.22,6.951700000000001
Push.,0.0,-3.5,0.07,5.1126000000000005
put any script you want here (make sure to go to its permissions and make it executable) and it will appear in Nautilus' (and thus the desktop's) right-click menu under Scripts.,9.090909090909092,11.8,2.16,6.473299999999999
"""Put it this way, I used to think, why do they keep regurgitating all the stuff about the Hitler regime that happened over 60 years ago,"" she says.",0.0,9.5,1.76,5.9396
"Qat began replacing food crops, and in the late 1960s, motorized drills began to proliferate, allowing farmers and villagers to pump water from underground aquifers much faster than it could be replaced through natural processes.",8.571428571428571,16.9,2.86,6.6721
"Qian, a member of both the Chinese Academy of Sciences and the Chinese Academy of Engineering, graduated from Shanghai Jiao Tong University in 1934.",8.333333333333332,15.0,1.84,5.724499999999999
"Qian was put in prison for 15 days, followed by a 5-year house arrest under surveillance of the Federal Bureau of Investigation.",0.0,10.7,1.57,5.8382
"Queensland, she said, stands ready to promote cooperation with China in such fields as trade, technology, education, science and research, culture and tourism.",8.695652173913043,13.4,2.01,5.848699999999999
"Quickly after Scozzafava's announcement, Republican National Committee Chairman Michael Steele said the RNC is endorsing Hoffman, saying the change of course is effective immediately and will include financial backing and get-out-the-vote efforts for the Conservative Party candidate.",4.878048780487805,21.3,3.64,6.892700000000001
Quinn indicated he would sign this version.,0.0,6.0,0.54,5.4989
"Quinn named her to the post last month, and Adams was set to move to Johannesburg in January.",5.555555555555555,6.8,1.12,6.1038
Quote: ?,0.0,8.4,0.1,5.1654
Quote: 1) I'm not very sure abt this..,11.11111111111111,-0.8,0.46,5.6937999999999995
"Quote: According to the Rhythmbox faq, the reason this happens is because of a GStreamer bug that doesn't recognize some mp3 types.",0.0,10.7,1.62,6.634899999999999
"Quote: actually it's i have the same problem, it's with mode/block size i recon.",5.88235294117647,6.4,0.98,5.7176
Quote: And there isn't any way to start playing with antialiasing? (like an option to pass to mplayer command),5.0,8.3,1.35,5.175000000000001
"Quote: Aww, shucks.",0.0,-2.7,0.25,5.2008
Quote: Check the bad modem fix on my webpage.,11.11111111111111,2.1,0.54,5.7490000000000006
"Quote: clem-vangelis, thanks for the great script, it worked perfectly for my Western Digital passport (250 GB), which was having the same problem.",12.5,11.1,1.84,6.574599999999999
"Quote: Dapper Gnome the right click is indeed F12, which in the Mac side is the optical drive eject key.",10.0,6.4,1.25,5.922
Quote:  Diary software...hmm I've always been a fan of.. Live Journals way of keeping blogs/diaries.,11.11111111111111,5.0,1.25,5.650200000000001
Quote: D'oh!,0.0,-3.1,0.16,5.2799000000000005
"Quote: For example, one of good diary software in windows is   http://www.pimone.com/diaryone.htm",17.647058823529413,15.1,1.23,6.3518
"Quote: Go to ""Places"" and click ""Computer"".",0.0,2.5,0.54,5.5771
Quote: Had the same problem.,20.0,0.5,0.35,5.2936000000000005
Quote:  Have you already tried the Music Player Daemon (with client) ?,0.0,6.4,0.85,5.5404
Quote: Have you followed all the steps here?,0.0,0.5,0.54,5.6256
"Quote: Hi,  there is a few things you need to get ready.",16.666666666666664,2.1,0.65,5.931500000000001
"Quote: Hm, very interesting, thanks for the follow-up.",11.11111111111111,5.2,0.69,5.6484
Quote: Humbug.,0.0,2.9,0.19,5.3944
Quote:  I don't think this is the reason.,11.11111111111111,2.9,0.48,5.499199999999999
Quote: I dual boot on my powerbook and it works great but that is ppc and not the intel mac.,10.0,6.4,1.07,5.791
"Quote: If you have an Nvidia card, you will need to get libmikmod",7.6923076923076925,3.6,0.78,5.4624999999999995
"Quote: If you rename vnc.so to libvnc.so, the module will be loaded properly.",0.0,8.4,0.95,6.404400000000001
Quote: I have no idea.,0.0,-1.9,0.26,5.018400000000001
"Quote: I have used ""The Journal 4"" under windoze for years.",0.0,4.0,0.72,5.588100000000001
Quote:  I'll say.,0.0,0.9,0.21,5.148
"Quote: In fact, it seems that a user can make a custom .mime.types files in his own directory, which content supercedes the one that's in etc.",3.571428571428571,9.9,1.72,6.5693
"Quote: in hardy you need to be root to spin down the drive, so the corresponding lines in the script should read something like this:",4.0,8.3,1.6,7.2141
"Quote: Issues, like what?",0.0,1.3,0.32,5.1606000000000005
Quote: I suspect you somehow overwrote your OS X partition and it no longer exists.,0.0,6.8,1.01,5.704400000000001
Quote: I think it cuts off power from the USB port.,0.0,1.7,0.6,5.819599999999999
Quote: I thought libmikmod or something...,0.0,4.5,0.54,5.458600000000001
Quote:  I was just looking at Zinf too (seems GTK...),0.0,2.5,0.63,5.6385000000000005
"Quote: Matoso,  I'm also interested on this.",12.5,7.2,0.54,5.544100000000001
Quote: Maybe it does not like that my files are on an NFS server (on a 100MBit link),0.0,4.4,0.98,5.7116999999999996
Quote: My Aironet works perfectly under Hardy with this change.,0.0,3.7,0.79,5.941800000000001
Quote: My point is precisely that I'd like to avoid going through the contextual menu to launch my Scribus files.,4.761904761904762,7.6,1.38,6.389900000000001
Quote: nice job!,33.33333333333333,-2.7,0.21,5.312600000000001
"[quote=nocturn]After going to some issues, I got XMMS working on Ubuntu.",0.0,6.4,0.91,6.3506
"Quote: No, it doesn't.",0.0,1.3,0.28,5.3255
"Quote: No they are not, at least not according to their man-pages.",7.6923076923076925,4.4,0.81,5.577
Quote: Oh I see.,0.0,-2.3,0.19,5.2486
Quote: Perhaps it was caused by this?,0.0,0.1,0.46,5.302600000000001
"[quote=pmshoop] Quote: I just installed it from Universe (or multivers, not quite sure).",7.142857142857142,3.6,1.12,6.6321
Quote: see my posts in T-Mobile Sony-Ericsson GC89 maybe something will help.,0.0,6.8,0.97,6.0507
"Quote: Sonance might become something good, at least now development seems to be rapid.",21.428571428571427,6.4,1.09,6.2597
Quote: Thank you!,0.0,-2.7,0.22,5.373
"Quote: That is the same ibook i own, the issue isnt Beryl.",8.333333333333332,3.3,0.69,5.8385
"Quote: That seemed to produce a more desirable outcome but OS X is still not booting, this is what I see.",4.761904761904762,6.8,1.25,6.450200000000001
Quote: That's perfect.,0.0,0.9,0.29,5.4433
Quote:  That would be what I need.,0.0,0.1,0.4,5.359300000000001
"Quote: the only drawback is that these things won't get solved fast, because the people behind  the hardware/software won't give out good documentation or binaries, so one has to hack drivers together w/o much to go on...",9.75609756097561,16.5,2.7,7.982
Quote: the quotation marks are there for a reason!,0.0,3.3,0.62,5.424800000000001
Quote: There are a number of posts in this thread and I want to make sure I'm responding to your error message.,4.3478260869565215,7.2,1.32,6.0376
Quote: There are .ram files and playlists in those dirs...,10.0,0.1,0.72,5.4498999999999995
"Quote: There is an additional ""http://"" string in your link in fact (first part).",14.285714285714285,4.0,1.0,5.5771
Quote: They are functionally equivalent for for storage devices without ejectable media which was what was being discussed.,11.11111111111111,10.3,1.56,6.142000000000001
Quote: This worked perfectly for me.,0.0,2.1,0.46,5.7502
Quote: Those who cannot learn from history are doomed to repeat it.,0.0,4.4,0.82,6.0184
